City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
402,Hambantota,LK,2022-04-10 03:36:38,6.1241,81.1185,84.36,69,96,13.51
403,Biltine,TD,2022-04-10 03:36:38,14.5333,20.9167,82.08,10,75,10.31
404,Lerici,IT,2022-04-10 03:36:38,44.0759,9.9112,45.86,57,29,6.04
405,Bilibino,RU,2022-04-10 03:36:39,68.0546,166.4372,-1.77,78,98,2.13
406,Christchurch,NZ,2022-04-10 03:35:48,-43.5333,172.6333,66.42,62,24,17.27
407,Tomatlan,MX,2022-04-10 03:36:39,19.9333,-105.25,69.15,89,75,1.57
408,Laguna,US,2022-04-10 03:32:16,38.421,-121.4238,70.09,13,0,11.5
409,Mareeba,AU,2022-04-10 03:36:39,-17.0,145.4333,87.48,49,28,7.7
410,Chebsara,RU,2022-04-10 03:36:40,59.2002,38.8356,38.53,96,100,11.54
411,Contamana,PE,2022-04-10 03:36:40,-7.3333,-75.0167,72.59,99,100,0.63
412,Noumea,NC,2022-04-10 03:36:40,-22.2763,166.4572,85.98,99,94,11.65
413,Sungairaya,ID,2022-04-10 03:36:41,0.7,108.9,87.62,59,44,5.55
414,Charters Towers,AU,2022-04-10 03:36:41,-20.1,146.2667,92.08,37,10,11.45
415,Safford,US,2022-04-10 03:36:41,32.834,-109.7076,76.12,9,0,10.36
416,Melilla,ES,2022-04-10 03:36:41,35.2937,-2.9383,52.18,76,0,0.0
417,Arys,KZ,2022-04-10 03:32:23,42.4252,68.795,74.8,36,81,4.12
418,Ous,RU,2022-04-10 03:36:42,60.9058,61.5186,35.56,97,100,7.38
419,Vao,NC,2022-04-10 03:36:42,-22.6667,167.4833,77.68,82,43,23.38
420,Tessalit,ML,2022-04-10 03:36:42,20.1986,1.0114,73.45,8,39,10.13
421,Puerto Madero,MX,2022-04-10 03:36:43,14.7208,-92.4215,73.6,100,40,0.0
422,Itoman,JP,2022-04-10 03:36:43,26.1247,127.6694,77.4,86,75,11.5
423,Dakar,SN,2022-04-10 03:36:43,14.6937,-17.4441,70.68,88,0,13.8
424,Anadyr,RU,2022-04-10 03:36:44,64.75,177.4833,36.1,74,0,26.84
425,Pinheiro Machado,BR,2022-04-10 03:36:44,-31.5783,-53.3811,60.06,96,9,5.53
426,Stokmarknes,NO,2022-04-10 03:36:44,68.5646,14.9108,33.78,93,75,5.75
427,Forst,DE,2022-04-10 03:36:45,51.7333,14.6333,37.56,85,34,13.11
428,Saravan,AM,2022-04-10 03:36:45,39.7196,45.6483,40.59,75,7,3.18
429,Carutapera,BR,2022-04-10 03:36:45,-1.195,-46.02,74.52,98,100,3.69
430,Coxim,BR,2022-04-10 03:36:46,-18.5067,-54.76,76.17,75,11,2.91
431,Mporokoso,ZM,2022-04-10 03:36:46,-9.3727,30.125,59.16,97,99,7.16
432,Podgornoye,RU,2022-04-10 03:36:46,51.735,39.1496,48.42,66,0,6.71
433,Teahupoo,PF,2022-04-10 03:36:47,-17.8333,-149.2667,80.56,76,58,15.61
434,The Valley,AI,2022-04-10 03:36:47,18.217,-63.0578,78.66,76,93,16.2
435,Zhanaozen,KZ,2022-04-10 03:36:47,43.3,52.8,57.25,51,100,4.9
436,Havre-Saint-Pierre,CA,2022-04-10 03:36:48,50.2334,-63.5986,32.36,100,100,11.5
437,Campina Verde,BR,2022-04-10 03:36:48,-19.5356,-49.4864,71.87,86,97,0.58
438,Masterton,NZ,2022-04-10 03:36:48,-40.9597,175.6575,65.71,64,19,3.24
439,Deputatskiy,RU,2022-04-10 03:36:49,69.3,139.9,2.8,74,10,3.02
440,Batagay,RU,2022-04-10 03:36:49,67.6333,134.6333,11.86,80,96,4.92
441,Jinji,CN,2022-04-10 03:36:49,23.2281,110.8261,84.33,39,5,2.44
442,Poum,NC,2022-04-10 03:36:50,-20.2333,164.0167,79.97,79,18,19.04
443,Keningau,MY,2022-04-10 03:36:50,5.3378,116.1602,82.99,60,77,5.41
444,Krasnoselkup,RU,2022-04-10 03:36:50,65.7,82.4667,3.34,89,63,6.46
445,Pandan,PH,2022-04-10 03:35:17,14.0453,124.1694,81.03,86,100,14.14
446,Fort Nelson,CA,2022-04-10 03:36:51,58.8053,-122.7002,36.99,32,0,10.36
447,Minas De Barroteran,MX,2022-04-10 03:36:51,27.6333,-101.2833,72.91,41,47,14.29
448,Staryy Saltiv,UA,2022-04-10 03:36:51,50.0827,36.7939,48.7,78,99,12.5
449,Mangrol,IN,2022-04-10 03:36:52,21.1167,70.1167,85.57,53,0,7.47
450,Lukulu,ZM,2022-04-10 03:36:52,-14.3707,23.242,63.12,98,100,3.98
451,Angoche,MZ,2022-04-10 03:36:52,-16.2325,39.9086,73.89,87,19,7.2
452,San Cristobal,VE,2022-04-10 03:36:53,7.7669,-72.225,73.58,74,90,2.28
453,Arrecife,ES,2022-04-10 03:36:53,28.963,-13.5477,58.98,82,0,8.05
454,Charlestown,AU,2022-04-10 03:34:52,-32.95,151.6667,78.03,77,24,3.0
455,Xam Nua,LA,2022-04-10 03:36:53,20.4197,104.0439,85.96,34,0,2.48
456,Matara,LK,2022-04-10 03:36:54,5.9485,80.5353,85.6,66,77,11.61
457,Kusa,RU,2022-04-10 03:36:54,55.3383,59.4406,41.72,82,100,10.74
458,Bella Vista,US,2022-04-10 03:36:54,36.4295,-94.2316,60.57,36,0,10.36
459,Shaowu,CN,2022-04-10 03:36:55,27.3409,117.4831,79.5,43,72,2.84
460,Mehamn,NO,2022-04-10 03:36:55,71.0357,27.8492,30.27,86,80,10.78
461,Port Hedland,AU,2022-04-10 03:36:55,-20.3167,118.5667,100.45,20,5,5.75
462,Kieta,PG,2022-04-10 03:36:56,-6.2167,155.6333,84.83,66,84,5.35
463,Oro Valley,US,2022-04-10 03:36:56,32.3909,-110.9665,81.81,11,87,5.99
464,Cabedelo,BR,2022-04-10 03:35:21,-6.9811,-34.8339,77.67,84,64,10.83
465,Kenai,US,2022-04-10 03:35:18,60.5544,-151.2583,35.69,52,0,10.36
466,Dubrovnik,HR,2022-04-10 03:36:56,42.6481,18.0922,53.24,62,20,21.85
467,Hami,CN,2022-04-10 03:36:57,42.8,93.45,63.12,18,100,6.29
468,Doha,QA,2022-04-10 03:35:20,25.2867,51.5333,82.38,53,49,8.05
469,Tiznit,MA,2022-04-10 03:36:57,29.5833,-9.5,66.07,27,15,6.26
470,Berbera,SO,2022-04-10 03:36:58,10.4396,45.0143,80.74,78,0,6.49
471,Pisco,PE,2022-04-10 03:36:58,-13.7,-76.2167,66.25,82,0,9.22
472,Hualmay,PE,2022-04-10 03:36:58,-11.0964,-77.6139,68.41,86,99,6.49
473,Ilhabela,BR,2022-04-10 03:36:59,-23.7781,-45.3581,74.14,88,91,2.33
474,Mangan,IN,2022-04-10 03:36:59,27.5167,88.5333,68.31,94,97,2.98
475,Lima,PE,2022-04-10 03:33:17,-12.0432,-77.0282,62.85,88,100,3.44
476,Nelson Bay,AU,2022-04-10 03:36:59,-32.7167,152.15,77.09,69,26,6.11
477,Faya,SA,2022-04-10 03:37:00,18.3851,42.4509,59.11,32,0,3.13
478,Port Augusta,AU,2022-04-10 03:37:00,-32.5,137.7667,88.97,18,0,5.86
479,Buraydah,SA,2022-04-10 03:37:00,26.326,43.975,70.25,16,79,8.34
480,Padang,ID,2022-04-10 03:37:01,-0.9492,100.3543,87.85,60,56,6.17
481,Laurens,US,2022-04-10 03:37:01,32.4502,-82.9165,42.3,84,0,0.0
482,Ambikapur,IN,2022-04-10 03:33:11,23.1167,83.2,97.74,9,6,9.17
483,Huntington,US,2022-04-10 03:35:09,38.4193,-82.4452,40.1,60,100,5.75
484,San Francisco,US,2022-04-10 03:34:23,37.7749,-122.4194,64.76,65,40,20.71
485,Ahuimanu,US,2022-04-10 03:37:01,21.4447,-157.8378,80.31,76,75,11.5
486,Ferrandina,IT,2022-04-10 03:37:02,40.5012,16.4547,44.67,74,14,9.66
487,Neenah,US,2022-04-10 03:37:02,44.1858,-88.4626,39.47,62,40,0.0
488,Karlstad,SE,2022-04-10 03:37:02,59.3793,13.5036,34.36,64,40,8.05
489,Lompoc,US,2022-04-10 03:37:03,34.6391,-120.4579,56.93,73,0,27.0
490,Bougouni,ML,2022-04-10 03:37:03,11.417,-7.479,80.46,52,38,4.88
491,Shache,CN,2022-04-10 03:37:03,38.4167,77.2406,75.56,17,27,5.84
492,Saint Joseph,US,2022-04-10 03:37:04,39.7686,-94.8466,51.6,39,0,13.0
493,Namibe,AO,2022-04-10 03:37:04,-15.1961,12.1522,70.3,80,34,4.12
494,Wadi Musa,JO,2022-04-10 03:37:04,30.3222,35.4793,60.03,30,100,3.0
495,Craig,US,2022-04-10 03:37:05,40.5153,-107.5464,44.55,70,100,9.22
496,Bani Walid,LY,2022-04-10 03:37:05,31.7566,13.9942,59.11,44,34,3.0
497,Salvador,SV,2022-04-10 03:35:50,13.8333,-88.9167,79.2,64,84,5.21
498,Dicabisagan,PH,2022-04-10 03:37:05,17.0818,122.4157,80.94,81,55,4.65
499,Dolores,AR,2022-04-10 03:37:06,-36.3132,-57.6792,61.12,97,9,6.67
500,Formosa,AR,2022-04-10 03:37:06,-26.1775,-58.1781,73.38,94,0,4.61
501,Tigil,RU,2022-04-10 03:37:06,57.8,158.6667,28.27,72,95,1.9
502,Kangalassy,RU,2022-04-10 03:37:07,62.3464,129.9628,33.73,78,100,8.88
503,Acapulco,MX,2022-04-10 03:32:36,16.8634,-99.8901,78.62,83,0,0.0
504,Puerto Escondido,MX,2022-04-10 03:37:07,15.85,-97.0667,81.43,69,40,3.44
505,Araguaina,BR,2022-04-10 03:37:08,-7.1911,-48.2072,73.27,94,83,2.93
506,Sola,VU,2022-04-10 03:37:08,-13.8833,167.55,86.67,70,75,2.3
507,Fonte Boa,BR,2022-04-10 03:37:08,-2.4959,-66.2662,73.35,99,100,1.97
508,Laibin,CN,2022-04-10 03:37:09,23.7,109.2667,81.37,37,9,7.92
509,Sile,TR,2022-04-10 03:37:09,41.1754,29.6133,59.67,57,0,7.25
510,Carballo,ES,2022-04-10 03:37:09,43.213,-8.691,54.01,87,100,4.23
511,Zhanakorgan,KZ,2022-04-10 03:37:09,43.9098,67.2495,72.81,45,84,8.93
512,Mildura,AU,2022-04-10 03:37:10,-34.2,142.15,85.06,30,40,6.91
513,Helong,CN,2022-04-10 03:37:10,42.5397,128.9972,81.09,22,83,15.14
514,Brejo Da Madre De Deus,BR,2022-04-10 03:37:10,-8.1458,-36.3711,68.97,95,90,4.65
515,Novikovo,RU,2022-04-10 03:37:10,51.1537,37.8879,49.51,83,100,11.14
516,Quattro Castella,IT,2022-04-10 03:37:11,44.635,10.4743,38.34,83,17,4.9
517,Chitral,PK,2022-04-10 03:37:11,35.8462,71.7858,64.99,33,6,7.67
518,Chilca,PE,2022-04-10 03:37:11,-12.5211,-76.7372,67.77,89,97,6.58
519,Antofagasta,CL,2022-04-10 03:33:24,-23.65,-70.4,60.08,81,52,6.2
520,Oktyabrskoye,RU,2022-04-10 03:37:12,43.0645,44.7417,33.94,93,5,8.95
521,Gweru,ZW,2022-04-10 03:37:12,-19.45,29.8167,56.7,96,100,11.97
522,Mackay,AU,2022-04-10 03:37:12,-21.15,149.2,82.38,78,100,17.27
523,Tsumeb,NA,2022-04-10 03:37:13,-19.2333,17.7167,66.69,71,61,5.84
524,Anchorage,US,2022-04-10 03:34:50,61.2181,-149.9003,38.28,49,0,6.91
525,Mwense,ZM,2022-04-10 03:37:13,-10.3845,28.698,62.65,97,100,3.44
526,Cap Malheureux,MU,2022-04-10 03:37:13,-19.9842,57.6142,78.48,83,14,4.0
527,Fershampenuaz,RU,2022-04-10 03:37:14,53.5202,59.8117,42.04,75,100,13.6
528,Vikhorevka,RU,2022-04-10 03:37:14,56.1201,101.1636,33.39,83,100,13.27
529,Suntar,RU,2022-04-10 03:37:15,62.1444,117.6319,30.92,80,64,3.6
530,Talcahuano,CL,2022-04-10 03:37:15,-36.7167,-73.1167,49.68,100,20,2.3
531,Bubaque,GW,2022-04-10 03:37:15,11.2833,-15.8333,76.44,67,6,12.55
532,Saint George,US,2022-04-10 03:35:39,37.1041,-113.5841,79.39,6,0,12.66
533,Brewster,US,2022-04-10 03:37:16,41.3973,-73.6171,45.27,90,75,3.44
534,Chicama,PE,2022-04-10 03:37:16,-7.8447,-79.1469,64.94,79,100,5.28
535,Slupsk,PL,2022-04-10 03:37:16,54.4641,17.0287,37.96,84,85,19.62
536,Porosozero,RU,2022-04-10 03:37:17,62.7191,32.727,32.85,97,94,6.06
537,Usinsk,RU,2022-04-10 03:37:17,65.9939,57.5281,35.13,100,100,18.07
538,Mongo,TD,2022-04-10 03:37:18,12.1844,18.693,86.27,36,89,3.94
539,Kulhudhuffushi,MV,2022-04-10 03:37:18,6.6221,73.07,84.96,69,100,8.5
540,Los Algarrobos,PA,2022-04-10 03:37:18,8.5,-82.4333,77.41,89,40,2.3
541,Visnes,NO,2022-04-10 03:37:19,59.3556,5.2242,37.45,81,20,19.57
542,Mount Isa,AU,2022-04-10 03:37:19,-20.7333,139.5,96.57,24,31,11.5
543,Bereda,ES,2022-04-10 03:37:19,43.2686,-7.5406,46.58,100,97,1.34
544,Gavle,SE,2022-04-10 03:37:20,60.6745,17.1417,23.23,93,57,5.73
545,Tayu,ID,2022-04-10 03:37:20,-6.5397,111.0518,85.15,68,99,2.84
546,Zaozhuang,CN,2022-04-10 03:37:20,34.8647,117.5542,84.92,33,0,10.87
547,Brae,GB,2022-04-10 03:37:21,60.3964,-1.353,36.61,60,100,19.71
548,Los Llanos De Aridane,ES,2022-04-10 03:37:21,28.6585,-17.9182,56.95,72,75,5.75
549,Paamiut,GL,2022-04-10 03:37:21,61.994,-49.6678,24.15,70,99,7.45
550,Quatre Cocos,MU,2022-04-10 03:37:22,-20.2078,57.7625,78.1,79,36,15.73
551,Taoudenni,ML,2022-04-10 03:37:22,22.6783,-3.9836,71.78,11,0,11.07
552,Griffith,US,2022-04-10 03:37:22,41.5284,-87.4237,39.13,80,0,3.44
553,Storm Lake,US,2022-04-10 03:37:23,42.6411,-95.2097,46.15,39,0,12.66
554,Kembe,CF,2022-04-10 03:37:23,4.6228,21.8865,71.74,89,100,4.47
555,Mrakovo,RU,2022-04-10 03:37:23,52.7161,56.6244,44.24,84,100,11.34
556,Knokke-Heist,BE,2022-04-10 03:37:24,51.3333,3.3333,42.82,76,91,5.37
557,Athabasca,CA,2022-04-10 03:37:24,54.7169,-113.2854,32.41,77,100,21.3
558,Campos Gerais,BR,2022-04-10 03:37:24,-21.235,-45.7586,65.52,92,98,1.92
559,Pimenta Bueno,BR,2022-04-10 03:37:25,-11.6725,-61.1936,72.25,97,99,3.02
560,Petropavlovsk-Kamchatskiy,RU,2022-04-10 03:37:25,53.0452,158.6483,37.99,38,0,8.95
561,Murgab,TM,2022-04-10 03:37:25,37.4966,61.9714,79.99,21,100,8.77
562,Novovorontsovka,UA,2022-04-10 03:37:26,47.5004,33.9175,48.02,74,100,7.81
563,San Vicente,AR,2022-04-10 03:37:26,-26.6167,-54.1333,60.1,95,0,3.22
564,Dhule,IN,2022-04-10 03:32:40,20.9,74.7833,92.48,17,80,10.4
565,Druzhba,UA,2022-04-10 03:37:26,52.0428,33.9453,42.3,91,100,12.21
566,Hagere Selam,ET,2022-04-10 03:37:27,6.4833,38.5167,49.24,93,92,4.09
567,Sorland,NO,2022-04-10 03:37:27,67.667,12.6934,38.5,97,100,17.54
568,Tamworth,GB,2022-04-10 03:37:27,52.634,-1.6959,35.04,85,77,1.01
569,Susurluk,TR,2022-04-10 03:37:28,39.9136,28.1578,58.78,70,0,8.19
570,North Bend,US,2022-04-10 03:37:28,43.4065,-124.2243,46.85,84,20,5.75
571,Xai-Xai,MZ,2022-04-10 03:37:28,-25.0519,33.6442,72.72,71,92,11.63
572,Pacific Grove,US,2022-04-10 03:36:03,36.6177,-121.9166,58.55,74,75,5.75
573,Sobolevo,RU,2022-04-10 03:37:28,54.4299,31.8996,35.29,94,100,5.08
574,Clyde River,CA,2022-04-10 03:37:29,70.4692,-68.5914,-0.17,85,100,0.0
575,Kargil,IN,2022-04-10 03:37:29,34.5667,76.1,33.8,64,6,0.67
576,Ibipeba,BR,2022-04-10 03:37:29,-11.6408,-42.0111,63.63,55,6,4.9
577,Watsa,CD,2022-04-10 03:37:30,3.0372,29.5355,67.75,67,100,3.18
578,Fontem,CM,2022-04-10 03:37:30,5.4685,9.8818,67.59,93,100,3.27
579,Lufilufi,WS,2022-04-10 03:37:30,-13.8745,-171.5986,91.18,73,23,9.93
580,Alyangula,AU,2022-04-10 03:37:31,-13.8483,136.4192,89.47,66,94,9.22
581,Aloleng,PH,2022-04-10 03:37:31,16.1307,119.7824,85.53,63,97,8.12
582,Rupert,US,2022-04-10 03:33:12,42.6191,-113.6772,37.35,30,0,21.85
583,Ranau,MY,2022-04-10 03:37:31,5.9538,116.6641,81.32,63,72,3.74
584,Toamasina,MG,2022-04-10 03:37:32,-18.1667,49.3833,73.4,88,40,8.05
585,Mae Sot,TH,2022-04-10 03:37:32,16.7167,98.5667,85.95,62,20,3.44
586,Souillac,MU,2022-04-10 03:37:32,-20.5167,57.5167,77.38,83,75,8.05
587,Agadir,MA,2022-04-10 03:37:33,30.4202,-9.5982,57.65,60,7,6.76
588,Malakal,SS,2022-04-10 03:37:33,9.5334,31.6605,86.4,41,68,7.85
589,Clyde,US,2022-04-10 03:37:33,41.3042,-82.9752,39.58,70,81,10.38
590,Katobu,ID,2022-04-10 03:37:34,-4.9408,122.5276,89.62,50,92,3.76
591,Balkhash,KZ,2022-04-10 03:37:34,46.844,74.9804,48.81,31,0,20.13
592,Atasu,KZ,2022-04-10 03:37:34,48.6814,71.6433,48.99,52,100,14.85
593,Melfi,IT,2022-04-10 03:37:35,40.9965,15.6514,46.49,81,37,4.38
594,Banyumas,ID,2022-04-10 03:37:35,-7.5142,109.2942,89.06,58,36,4.43
595,Tambo,PE,2022-04-10 03:37:35,-14.8,-73.9167,38.44,82,97,3.85
596,Kjollefjord,NO,2022-04-10 03:37:36,70.9457,27.3465,35.65,83,78,14.16
597,Roma,US,2022-04-10 03:37:36,43.2128,-75.4557,40.95,83,75,5.75
598,Antanifotsy,MG,2022-04-10 03:37:36,-19.65,47.3167,54.99,90,8,1.28
599,Polonnaruwa,LK,2022-04-10 03:37:37,7.9333,81.0,86.92,60,97,7.2
600,Dubrovka,RU,2022-04-10 03:37:37,53.6907,33.5071,37.53,94,100,9.1
601,Biharamulo,TZ,2022-04-10 03:37:37,-2.6319,31.3089,60.4,89,99,3.36
602,Purna,IN,2022-04-10 03:37:37,19.1833,77.05,85.89,19,70,12.06
603,Myitkyina,MM,2022-04-10 03:37:38,25.3833,97.4,91.31,30,6,1.45
